SceneObject,HierarchyPath,Primitive,Category,Material,Rank,CandidateAsset,Kind,Score,Reason
"Trunk","[--- 01_ENVIRONMENT ---]/Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",1,"Assets/Art/Environment/Trees/Tree_JungleCanopy.prefab","Prefab",90,"semantic:tree; semantic:canopy; tree-category; project-art"
"Trunk","[--- 01_ENVIRONMENT ---]/Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Trunk","[--- 01_ENVIRONMENT ---]/Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Trunk","[--- 01_ENVIRONMENT ---]/Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Trunk","[--- 01_ENVIRONMENT ---]/Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",5,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",65,"semantic:tree; tree-category; project-art"
"Trunk","[--- 01_ENVIRONMENT ---]/Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",1,"Assets/Art/Environment/Trees/Tree_JungleCanopy.prefab","Prefab",90,"semantic:tree; semantic:canopy; tree-category; project-art"
"Trunk","[--- 01_ENVIRONMENT ---]/Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Trunk","[--- 01_ENVIRONMENT ---]/Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Trunk","[--- 01_ENVIRONMENT ---]/Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Trunk","[--- 01_ENVIRONMENT ---]/Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",5,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",65,"semantic:tree; tree-category; project-art"
"Trunk","[--- 01_ENVIRONMENT ---]/Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",1,"Assets/Art/Environment/Trees/Tree_JungleCanopy.prefab","Prefab",90,"semantic:tree; semantic:canopy; tree-category; project-art"
"Trunk","[--- 01_ENVIRONMENT ---]/Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Trunk","[--- 01_ENVIRONMENT ---]/Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Trunk","[--- 01_ENVIRONMENT ---]/Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Trunk","[--- 01_ENVIRONMENT ---]/Tree_JungleCanopy/Trunk","Cylinder","tree","Mat_JungleWood",5,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",65,"semantic:tree; tree-category; project-art"
"Lintel","[--- 02_GAMEPLAY ---]/__HDVISUAL__Ruins_AncientArch/Lintel","Cube","ruins","Mat_AncientStone",1,"Assets/Art/Environment/Ruins/Ruins_AncientArch.prefab","Prefab",60,"semantic:ruin; semantic:ancient; project-art"
"Lintel","[--- 02_GAMEPLAY ---]/__HDVISUAL__Ruins_AncientArch/Lintel","Cube","ruins","Mat_AncientStone",2,"Assets/Art/Environment/Ruins/Ruins_HeavyStoneDoor.prefab","Prefab",60,"semantic:stone; semantic:ruin; project-art"
"Lintel","[--- 02_GAMEPLAY ---]/__HDVISUAL__Ruins_AncientArch/Lintel","Cube","ruins","Mat_AncientStone",3,"Assets/HD_Jungle_Assets/Stones/HD_Stone_AncientPillar_01.prefab","Prefab",50,"semantic:stone; semantic:ancient"
"Lintel","[--- 02_GAMEPLAY ---]/__HDVISUAL__Ruins_AncientArch/Lintel","Cube","ruins","Mat_AncientStone",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_large_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Lintel","[--- 02_GAMEPLAY ---]/__HDVISUAL__Ruins_AncientArch/Lintel","Cube","ruins","Mat_AncientStone",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_medium_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pillar_L","[--- 02_GAMEPLAY ---]/__HDVISUAL__Ruins_AncientArch/Pillar_L","Cube","ruins","Mat_AncientStone",1,"Assets/Art/Environment/Ruins/Ruins_AncientArch.prefab","Prefab",60,"semantic:ruin; semantic:ancient; project-art"
"Pillar_L","[--- 02_GAMEPLAY ---]/__HDVISUAL__Ruins_AncientArch/Pillar_L","Cube","ruins","Mat_AncientStone",2,"Assets/Art/Environment/Ruins/Ruins_HeavyStoneDoor.prefab","Prefab",60,"semantic:stone; semantic:ruin; project-art"
"Pillar_L","[--- 02_GAMEPLAY ---]/__HDVISUAL__Ruins_AncientArch/Pillar_L","Cube","ruins","Mat_AncientStone",3,"Assets/HD_Jungle_Assets/Stones/HD_Stone_AncientPillar_01.prefab","Prefab",50,"semantic:stone; semantic:ancient"
"Pillar_L","[--- 02_GAMEPLAY ---]/__HDVISUAL__Ruins_AncientArch/Pillar_L","Cube","ruins","Mat_AncientStone",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_large_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pillar_L","[--- 02_GAMEPLAY ---]/__HDVISUAL__Ruins_AncientArch/Pillar_L","Cube","ruins","Mat_AncientStone",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_medium_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pillar_R","[--- 02_GAMEPLAY ---]/__HDVISUAL__Ruins_AncientArch/Pillar_R","Cube","ruins","Mat_AncientStone",1,"Assets/Art/Environment/Ruins/Ruins_AncientArch.prefab","Prefab",60,"semantic:ruin; semantic:ancient; project-art"
"Pillar_R","[--- 02_GAMEPLAY ---]/__HDVISUAL__Ruins_AncientArch/Pillar_R","Cube","ruins","Mat_AncientStone",2,"Assets/Art/Environment/Ruins/Ruins_HeavyStoneDoor.prefab","Prefab",60,"semantic:stone; semantic:ruin; project-art"
"Pillar_R","[--- 02_GAMEPLAY ---]/__HDVISUAL__Ruins_AncientArch/Pillar_R","Cube","ruins","Mat_AncientStone",3,"Assets/HD_Jungle_Assets/Stones/HD_Stone_AncientPillar_01.prefab","Prefab",50,"semantic:stone; semantic:ancient"
"Pillar_R","[--- 02_GAMEPLAY ---]/__HDVISUAL__Ruins_AncientArch/Pillar_R","Cube","ruins","Mat_AncientStone",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_large_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pillar_R","[--- 02_GAMEPLAY ---]/__HDVISUAL__Ruins_AncientArch/Pillar_R","Cube","ruins","Mat_AncientStone",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_medium_1.prefab","Prefab",45,"semantic:stone; high-quality"
"DoorSlab_Left","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Left","Cube","rock","Mat_AncientStone",1,"Assets/Art/Environment/Ruins/Ruins_HeavyStoneDoor.prefab","Prefab",90,"semantic:stone; semantic:door; rock-category; project-art"
"DoorSlab_Left","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Left","Cube","rock","Mat_AncientStone",2,"Assets/HD_Jungle_Assets/Stones/HD_Stone_AncientPillar_01.prefab","Prefab",80,"semantic:stone; semantic:ancient; rock-category"
"DoorSlab_Left","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Left","Cube","rock","Mat_AncientStone",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_large_1.prefab","Prefab",75,"semantic:stone; rock-category; high-quality"
"DoorSlab_Left","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Left","Cube","rock","Mat_AncientStone",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_medium_1.prefab","Prefab",75,"semantic:stone; rock-category; high-quality"
"DoorSlab_Left","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Left","Cube","rock","Mat_AncientStone",5,"Assets/Art/Bosses/Boss_StoneGolem.prefab","Prefab",65,"semantic:stone; rock-category; project-art"
"RuneInlay_L","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Left/RuneInlay_L","Sphere","rock","Mat_RuneActiveGlow",1,"Assets/Art/Environment/Ruins/Ruins_HeavyStoneDoor.prefab","Prefab",90,"semantic:stone; semantic:door; rock-category; project-art"
"RuneInlay_L","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Left/RuneInlay_L","Sphere","rock","Mat_RuneActiveGlow",2,"Assets/HD_Jungle_Assets/Stones/HD_Stone_AncientPillar_01.prefab","Prefab",80,"semantic:stone; semantic:ancient; rock-category"
"RuneInlay_L","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Left/RuneInlay_L","Sphere","rock","Mat_RuneActiveGlow",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_large_1.prefab","Prefab",75,"semantic:stone; rock-category; high-quality"
"RuneInlay_L","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Left/RuneInlay_L","Sphere","rock","Mat_RuneActiveGlow",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_medium_1.prefab","Prefab",75,"semantic:stone; rock-category; high-quality"
"RuneInlay_L","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Left/RuneInlay_L","Sphere","rock","Mat_RuneActiveGlow",5,"Assets/Art/Bosses/Boss_StoneGolem.prefab","Prefab",65,"semantic:stone; rock-category; project-art"
"DoorSlab_Right","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Right","Cube","rock","Mat_AncientStone",1,"Assets/Art/Environment/Ruins/Ruins_HeavyStoneDoor.prefab","Prefab",90,"semantic:stone; semantic:door; rock-category; project-art"
"DoorSlab_Right","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Right","Cube","rock","Mat_AncientStone",2,"Assets/HD_Jungle_Assets/Stones/HD_Stone_AncientPillar_01.prefab","Prefab",80,"semantic:stone; semantic:ancient; rock-category"
"DoorSlab_Right","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Right","Cube","rock","Mat_AncientStone",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_large_1.prefab","Prefab",75,"semantic:stone; rock-category; high-quality"
"DoorSlab_Right","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Right","Cube","rock","Mat_AncientStone",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_medium_1.prefab","Prefab",75,"semantic:stone; rock-category; high-quality"
"DoorSlab_Right","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Right","Cube","rock","Mat_AncientStone",5,"Assets/Art/Bosses/Boss_StoneGolem.prefab","Prefab",65,"semantic:stone; rock-category; project-art"
"RuneInlay_R","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Right/RuneInlay_R","Sphere","rock","Mat_RuneActiveGlow",1,"Assets/Art/Environment/Ruins/Ruins_HeavyStoneDoor.prefab","Prefab",90,"semantic:stone; semantic:door; rock-category; project-art"
"RuneInlay_R","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Right/RuneInlay_R","Sphere","rock","Mat_RuneActiveGlow",2,"Assets/HD_Jungle_Assets/Stones/HD_Stone_AncientPillar_01.prefab","Prefab",80,"semantic:stone; semantic:ancient; rock-category"
"RuneInlay_R","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Right/RuneInlay_R","Sphere","rock","Mat_RuneActiveGlow",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_large_1.prefab","Prefab",75,"semantic:stone; rock-category; high-quality"
"RuneInlay_R","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Right/RuneInlay_R","Sphere","rock","Mat_RuneActiveGlow",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_medium_1.prefab","Prefab",75,"semantic:stone; rock-category; high-quality"
"RuneInlay_R","[--- 02_GAMEPLAY ---]/Ancient_Stone_Door/DoorSlab_Right/RuneInlay_R","Sphere","rock","Mat_RuneActiveGlow",5,"Assets/Art/Bosses/Boss_StoneGolem.prefab","Prefab",65,"semantic:stone; rock-category; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_01/BananaMesh","Capsule","prop","Mat_GuardianGold",1,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",35,"semantic:guardian; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_01/BananaMesh","Capsule","prop","Mat_GuardianGold",2,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",35,"semantic:guardian; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_01/BananaMesh","Capsule","prop","Mat_GuardianGold",3,"Assets/Art/Props/Prop_GoldenBanana.prefab","Prefab",35,"semantic:banana; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_01/BananaMesh","Capsule","prop","Mat_GuardianGold",4,"Assets/Art/VFX/VFX_Guardian_Aura.prefab","Prefab",35,"semantic:guardian; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_01/BananaMesh","Capsule","prop","Mat_GuardianGold",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_02/BananaMesh","Capsule","prop","Mat_GuardianGold",1,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",35,"semantic:guardian; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_02/BananaMesh","Capsule","prop","Mat_GuardianGold",2,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",35,"semantic:guardian; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_02/BananaMesh","Capsule","prop","Mat_GuardianGold",3,"Assets/Art/Props/Prop_GoldenBanana.prefab","Prefab",35,"semantic:banana; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_02/BananaMesh","Capsule","prop","Mat_GuardianGold",4,"Assets/Art/VFX/VFX_Guardian_Aura.prefab","Prefab",35,"semantic:guardian; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_02/BananaMesh","Capsule","prop","Mat_GuardianGold",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_03/BananaMesh","Capsule","prop","Mat_GuardianGold",1,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",35,"semantic:guardian; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_03/BananaMesh","Capsule","prop","Mat_GuardianGold",2,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",35,"semantic:guardian; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_03/BananaMesh","Capsule","prop","Mat_GuardianGold",3,"Assets/Art/Props/Prop_GoldenBanana.prefab","Prefab",35,"semantic:banana; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_03/BananaMesh","Capsule","prop","Mat_GuardianGold",4,"Assets/Art/VFX/VFX_Guardian_Aura.prefab","Prefab",35,"semantic:guardian; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_03/BananaMesh","Capsule","prop","Mat_GuardianGold",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_04/BananaMesh","Capsule","prop","Mat_GuardianGold",1,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",35,"semantic:guardian; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_04/BananaMesh","Capsule","prop","Mat_GuardianGold",2,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",35,"semantic:guardian; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_04/BananaMesh","Capsule","prop","Mat_GuardianGold",3,"Assets/Art/Props/Prop_GoldenBanana.prefab","Prefab",35,"semantic:banana; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_04/BananaMesh","Capsule","prop","Mat_GuardianGold",4,"Assets/Art/VFX/VFX_Guardian_Aura.prefab","Prefab",35,"semantic:guardian; project-art"
"BananaMesh","[--- 02_GAMEPLAY ---]/Banana_04/BananaMesh","Capsule","prop","Mat_GuardianGold",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"Crystal","[--- 02_GAMEPLAY ---]/Breakable_Celestial_Relic/Crystal","Sphere","prop","Mat_DivineCyan",1,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",35,"semantic:vine; project-art"
"Crystal","[--- 02_GAMEPLAY ---]/Breakable_Celestial_Relic/Crystal","Sphere","prop","Mat_DivineCyan",2,"Assets/Art/Props/Prop_BreakableRelic.prefab","Prefab",35,"semantic:relic; project-art"
"Crystal","[--- 02_GAMEPLAY ---]/Breakable_Celestial_Relic/Crystal","Sphere","prop","Mat_DivineCyan",3,"Assets/Art/Props/Prop_ClimbableVine.prefab","Prefab",35,"semantic:vine; project-art"
"Crystal","[--- 02_GAMEPLAY ---]/Breakable_Celestial_Relic/Crystal","Sphere","prop","Mat_DivineCyan",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"Crystal","[--- 02_GAMEPLAY ---]/Breakable_Celestial_Relic/Crystal","Sphere","prop","Mat_DivineCyan",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"Pedestal","[--- 02_GAMEPLAY ---]/Breakable_Celestial_Relic/Pedestal","Cylinder","ruins","Mat_AncientStone",1,"Assets/HD_Jungle_Assets/Stones/HD_Stone_AncientPillar_01.prefab","Prefab",50,"semantic:stone; semantic:ancient"
"Pedestal","[--- 02_GAMEPLAY ---]/Breakable_Celestial_Relic/Pedestal","Cylinder","ruins","Mat_AncientStone",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_large_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pedestal","[--- 02_GAMEPLAY ---]/Breakable_Celestial_Relic/Pedestal","Cylinder","ruins","Mat_AncientStone",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_medium_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pedestal","[--- 02_GAMEPLAY ---]/Breakable_Celestial_Relic/Pedestal","Cylinder","ruins","Mat_AncientStone",4,"Assets/Art/Bosses/Boss_StoneGolem.prefab","Prefab",35,"semantic:stone; project-art"
"Pedestal","[--- 02_GAMEPLAY ---]/Breakable_Celestial_Relic/Pedestal","Cylinder","ruins","Mat_AncientStone",5,"Assets/Art/Environment/Ruins/Ruins_AncientArch.prefab","Prefab",35,"semantic:ancient; project-art"
"Checkpoint_01_Start","[--- 02_GAMEPLAY ---]/Checkpoint_01_Start","Cylinder","prop","Mat_Checkpoint_Active",1,"Assets/Art/VFX/VFX_Checkpoint_Beam.prefab","Prefab",35,"semantic:checkpoint; project-art"
"Checkpoint_01_Start","[--- 02_GAMEPLAY ---]/Checkpoint_01_Start","Cylinder","prop","Mat_Checkpoint_Active",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"Checkpoint_01_Start","[--- 02_GAMEPLAY ---]/Checkpoint_01_Start","Cylinder","prop","Mat_Checkpoint_Active",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"Checkpoint_01_Start","[--- 02_GAMEPLAY ---]/Checkpoint_01_Start","Cylinder","prop","Mat_Checkpoint_Active",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"Checkpoint_01_Start","[--- 02_GAMEPLAY ---]/Checkpoint_01_Start","Cylinder","prop","Mat_Checkpoint_Active",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.prefab","Prefab",20,"high-quality"
"Checkpoint_02_PostDoor","[--- 02_GAMEPLAY ---]/Checkpoint_02_PostDoor","Cylinder","ruins","Mat_Checkpoint_Active",1,"Assets/Art/Environment/Ruins/Ruins_HeavyStoneDoor.prefab","Prefab",35,"semantic:door; project-art"
"Checkpoint_02_PostDoor","[--- 02_GAMEPLAY ---]/Checkpoint_02_PostDoor","Cylinder","ruins","Mat_Checkpoint_Active",2,"Assets/Art/VFX/VFX_AncientDoor_Magic.prefab","Prefab",35,"semantic:door; project-art"
"Checkpoint_02_PostDoor","[--- 02_GAMEPLAY ---]/Checkpoint_02_PostDoor","Cylinder","ruins","Mat_Checkpoint_Active",3,"Assets/Art/VFX/VFX_Checkpoint_Beam.prefab","Prefab",35,"semantic:checkpoint; project-art"
"Checkpoint_02_PostDoor","[--- 02_GAMEPLAY ---]/Checkpoint_02_PostDoor","Cylinder","ruins","Mat_Checkpoint_Active",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"Checkpoint_02_PostDoor","[--- 02_GAMEPLAY ---]/Checkpoint_02_PostDoor","Cylinder","ruins","Mat_Checkpoint_Active",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_01/CoinMesh","Cylinder","prop","Mat_GuardianGold",1,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",35,"semantic:guardian; project-art"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_01/CoinMesh","Cylinder","prop","Mat_GuardianGold",2,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",35,"semantic:guardian; project-art"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_01/CoinMesh","Cylinder","prop","Mat_GuardianGold",3,"Assets/Art/Props/Prop_AncientCoin.prefab","Prefab",35,"semantic:coin; project-art"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_01/CoinMesh","Cylinder","prop","Mat_GuardianGold",4,"Assets/Art/VFX/VFX_Guardian_Aura.prefab","Prefab",35,"semantic:guardian; project-art"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_01/CoinMesh","Cylinder","prop","Mat_GuardianGold",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_02/CoinMesh","Cylinder","prop","Mat_GuardianGold",1,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",35,"semantic:guardian; project-art"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_02/CoinMesh","Cylinder","prop","Mat_GuardianGold",2,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",35,"semantic:guardian; project-art"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_02/CoinMesh","Cylinder","prop","Mat_GuardianGold",3,"Assets/Art/Props/Prop_AncientCoin.prefab","Prefab",35,"semantic:coin; project-art"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_02/CoinMesh","Cylinder","prop","Mat_GuardianGold",4,"Assets/Art/VFX/VFX_Guardian_Aura.prefab","Prefab",35,"semantic:guardian; project-art"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_02/CoinMesh","Cylinder","prop","Mat_GuardianGold",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_03/CoinMesh","Cylinder","prop","Mat_GuardianGold",1,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",35,"semantic:guardian; project-art"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_03/CoinMesh","Cylinder","prop","Mat_GuardianGold",2,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",35,"semantic:guardian; project-art"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_03/CoinMesh","Cylinder","prop","Mat_GuardianGold",3,"Assets/Art/Props/Prop_AncientCoin.prefab","Prefab",35,"semantic:coin; project-art"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_03/CoinMesh","Cylinder","prop","Mat_GuardianGold",4,"Assets/Art/VFX/VFX_Guardian_Aura.prefab","Prefab",35,"semantic:guardian; project-art"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_03/CoinMesh","Cylinder","prop","Mat_GuardianGold",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_04/CoinMesh","Cylinder","prop","Mat_GuardianGold",1,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",35,"semantic:guardian; project-art"
"CoinMesh","[--- 02_GAMEPLAY ---]/Coin_04/CoinMesh","Cylinder","prop","Mat_GuardianGold",2,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",35,"semantic:guardian; project-art"
