SECTION,TYPE,PATH,DETAIL
ASSET,PREFAB,"Assets/Patchmesh/Stylized Critter Collection Demo/Prefabs/Caterpillar 1.prefab",""
ASSET,PREFAB,"Assets/Patchmesh/Stylized Critter Collection Demo/Prefabs/Caterpillar 2.prefab",""
ASSET,PREFAB,"Assets/Patchmesh/Stylized Critter Collection Demo/Prefabs/Ladybug Pink.prefab",""
ASSET,PREFAB,"Assets/Patchmesh/Stylized Critter Collection Demo/Prefabs/Ladybug Red.prefab",""
ASSET,PREFAB,"Assets/Patchmesh/Stylized Critter Collection Demo/Prefabs/Ladybug Yellow.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Demos/Environment_Free/Helpers/Fence.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Demos/Environment_Free/Helpers/PT_Grass_02_v1.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Demos/Environment_Free/Helpers/PT_Grass_02_v2.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Demos/Environment_Free/Helpers/PT_High_Grass_02_v1.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Demos/Environment_Free/Helpers/PT_Poppy_02_v1.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Demos/Environment_Free/Helpers/PT_River_Rock_Pile_02_v1.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Flowers/PT_Poppy_02.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Mushrooms/PT_Caesars_Mushroom_01.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Plants/PT_Grass_02.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Rocks/PT_Generic_Rock_01.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Rocks/PT_Menhir_Rock_02.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Rocks/PT_Ore_Rock_01.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Rocks/PT_Ore_Rock_01_split.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Rocks/PT_River_Rock_Pile_02.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Shrubs/PT_Generic_Shrub_01_dead.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Shrubs/PT_Generic_Shrub_01_green.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Trees/PT_Fruit_Tree_01_apples.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Trees/PT_Fruit_Tree_01_dead.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Trees/PT_Fruit_Tree_01_dead_cut.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Trees/PT_Fruit_Tree_01_green.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Trees/PT_Fruit_Tree_01_green_cut.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Trees/PT_Fruit_Tree_01_logs.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Trees/PT_Fruit_Tree_01_pears.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Trees/PT_Fruit_Tree_01_plums.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Trees/PT_Fruit_Tree_01_stump.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Trees/PT_Pine_Tree_03_dead.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Trees/PT_Pine_Tree_03_dead_cut.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Trees/PT_Pine_Tree_03_green.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Trees/PT_Pine_Tree_03_green_cut.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Trees/PT_Pine_Tree_03_logs.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Environments/Prefabs/Trees/PT_Pine_Tree_03_stump.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Village/Prefabs/Modular/Bridge/PT_Wooden_Bridge_02.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Village/Prefabs/Modular/Fence/PT_Modular_Fence_Wood_01.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Village/Prefabs/Modular/Fence/PT_Modular_Fence_Wood_02.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Village/Prefabs/Modular/Fence/PT_Modular_Fence_Wood_03.prefab",""
ASSET,PREFAB,"Assets/Polytope Studio/Lowpoly_Village/Prefabs/Modular/Fence/PT_Modular_Gate_Wood_01.prefab",""
ASSET,PREFAB,"Assets/Prefabs/MagicProjectile.prefab",""
ASSET,PREFAB,"Assets/Procedural Tree/Prefabs/Ash Tree.prefab",""
ASSET,PREFAB,"Assets/Procedural Tree/Prefabs/Elm Tree.prefab",""
ASSET,PREFAB,"Assets/Procedural Tree/Prefabs/Magnolia Tree.prefab",""
ASSET,PREFAB,"Assets/Procedural Tree/Prefabs/Oak Tree.prefab",""
ASSET,PREFAB,"Assets/Procedural Tree/Prefabs/Pine Tree.prefab",""
ASSET,PREFAB,"Assets/Procedural Tree/Prefabs/Poplar Tree.prefab",""
ASSET,PREFAB,"Assets/Rainy VFX/Prefab/Demo Prefab/Particle System (1).prefab",""
ASSET,PREFAB,"Assets/Rainy VFX/Prefab/Demo Prefab/Particle System (2).prefab",""
ASSET,PREFAB,"Assets/Rainy VFX/Prefab/Demo Prefab/Particle System (3).prefab",""
ASSET,PREFAB,"Assets/Rainy VFX/Prefab/Demo Prefab/Particle System (4).prefab",""
ASSET,PREFAB,"Assets/Rainy VFX/Prefab/Particle System (1).prefab",""
ASSET,PREFAB,"Assets/Rainy VFX/Prefab/Particle System (2).prefab",""
ASSET,PREFAB,"Assets/Rainy VFX/Prefab/Particle System.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Sign/forestpack_roadSign_westEast_1.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_large_1.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_medium_1.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/Mobile/Foliage/Grass/Mobile_forestpack_foliage_grassPatch_small_1.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/Mobile/Foliage/Grass/Mobile_forestpack_foliage_grassPatch_small_2.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/Mobile/Foliage/Mushroom/Mobile_forestpack_foliage_mushroom_blue_big.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/Mobile/Foliage/Mushroom/Mobile_forestpack_foliage_mushroom_red_small.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/Mobile/Sign/Mobile_forestpack_roadSign_westEast_1.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/Mobile/Stone/Mobile_forestpack_stone_large_1.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/Mobile/Stone/Mobile_forestpack_stone_medium_1.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/Mobile/Tree/Fir/Mobile_forestpack_tree_fir_tall.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/Mobile/Tree/Leaf/Normal/Mobile_forestpack_tree_1_leaf_1.prefab",""
ASSET,PREFAB,"Assets/Supercyan Free Forest Sample/Prefabs/Mobile/Tree/Treestump/Mobile_forestpack_tree_stump_1.prefab",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_AncientStone.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_BoarHide.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_ButterflyWing.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_CorruptVoid.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_DeerFur.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_DivineCyan.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_FrogSkin.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_GolemBasalt.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_GuardianGold.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_JaguarFur.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_JungleLeaves.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_JungleWood.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_MonkeyFur.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_MonkeySkin.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_MossyRock.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_PalmLeaves.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_ParrotFeather.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_PredatorSkin.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_ReptileScale.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_RuneActiveGlow.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_SerpentScale.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_ShadowEther.mat",""
ASSET,MATERIAL,"Assets/Art/Materials/Mat_TitanFur.mat",""
ASSET,MATERIAL,"Assets/CoolWorks_Studio/Carpentry_Tools/Materials/Axes.mat",""
ASSET,MATERIAL,"Assets/CoolWorks_Studio/Carpentry_Tools/Materials/Chisel_Broad.mat",""
ASSET,MATERIAL,"Assets/CoolWorks_Studio/Carpentry_Tools/Materials/Chisel_Curved.mat",""
ASSET,MATERIAL,"Assets/CoolWorks_Studio/Carpentry_Tools/Materials/Chisel_Narrow.mat",""
ASSET,MATERIAL,"Assets/CoolWorks_Studio/Carpentry_Tools/Materials/DrawingKnife_HandSaw.mat",""
ASSET,MATERIAL,"Assets/CoolWorks_Studio/Carpentry_Tools/Materials/DrillBit_File_Rasp.mat",""
ASSET,MATERIAL,"Assets/CoolWorks_Studio/Carpentry_Tools/Materials/Gimlet.mat",""
ASSET,MATERIAL,"Assets/CoolWorks_Studio/Carpentry_Tools/Materials/Hand_Drill.mat",""
ASSET,MATERIAL,"Assets/CoolWorks_Studio/Carpentry_Tools/Materials/Planes.mat",""
ASSET,MATERIAL,"Assets/CoolWorks_Studio/Common/Materials/Floor_Tiled_01.mat",""
ASSET,MATERIAL,"Assets/Furry Squirrel/Materials/Fur_HDRP_Generated/Squirrel_Cards_HDRP.mat",""
ASSET,MATERIAL,"Assets/Furry Squirrel/Materials/Fur_HDRP_Generated/Squirrel_Shell_HDRP.mat",""
ASSET,MATERIAL,"Assets/Furry Squirrel/Materials/Fur_URP_Generated/Squirrel_Cards_URP.mat",""
ASSET,MATERIAL,"Assets/Furry Squirrel/Materials/Fur_URP_Generated/Squirrel_Shell_URP.mat",""
ASSET,MATERIAL,"Assets/Furry Squirrel/Materials/Squirrel_HDRP.mat",""
ASSET,MATERIAL,"Assets/Furry Squirrel/Materials/Squirrel_URP.mat",""
ASSET,MATERIAL,"Assets/ithappy/Animals_FREE/Materials/Floor.mat",""
ASSET,MATERIAL,"Assets/ithappy/Animals_FREE/Materials/Material.mat",""
ASSET,MATERIAL,"Assets/ithappy/Animals_FREE/Skyboxes/Skybox_5.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/HDRP/Bark.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/HDRP/Bush.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/HDRP/Grass.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/HDRP/Ground.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/HDRP/Leaves 1.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/HDRP/Leaves 2.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/HDRP/Leaves 3.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/HDRP/Pine Bark.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/HDRP/Rock.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/HDRP/Snow.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/HDRP/Stone.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/HDRP/Tree Bark.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/HDRP/Water Material.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/Standard/Bark.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/Standard/Bush.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/Standard/Grass.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/Standard/Ground.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/Standard/Leaves 1.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/Standard/Leaves 2.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/Standard/Leaves 3.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/Standard/Pine Bark.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/Standard/Rock.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/Standard/Snow.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/Standard/Stone.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/Standard/Tree Bark.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/Standard/Water Material.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/URP/Bark.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/URP/Bush.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/URP/Grass.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/URP/Ground.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/URP/Leaves 1.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/URP/Leaves 2.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/URP/Leaves 3.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/URP/Pine Bark.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/URP/Rock.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/URP/Snow.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/URP/Stone.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/URP/Sun.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/URP/Sunlight.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/URP/Tree Bark.mat",""
ASSET,MATERIAL,"Assets/Low Poly Environment Starter Kit/Source/Material/URP/Water Material.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Ancient_Door.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Banana_Food.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Breakable_Relic.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Checkpoint_Active.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Climbable_Vine.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Fire_Hazard.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Gateway_Portal.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Gold_Coin.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Jungle_Ground.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Magic_Projectile.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Player_Monkey.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Predator_Enemy.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Rune_Active.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Rune_Inactive.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Toxic_Mushroom.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Water_Stream.mat",""
ASSET,MATERIAL,"Assets/Materials/Mat_Wood_Platform.mat",""
ASSET,MATERIAL,"Assets/Patchmesh/Stylized Critter Collection Demo/Materials/Caterpillar 1.mat",""
ASSET,MATERIAL,"Assets/Patchmesh/Stylized Critter Collection Demo/Materials/Caterpillar 2.mat",""
ASSET,MATERIAL,"Assets/Patchmesh/Stylized Critter Collection Demo/Materials/Ladybug Pink.mat",""
ASSET,MATERIAL,"Assets/Patchmesh/Stylized Critter Collection Demo/Materials/Ladybug Red.mat",""
ASSET,MATERIAL,"Assets/Patchmesh/Stylized Critter Collection Demo/Materials/Ladybug Yellow.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Demos/Environment_Free/Helpers/Plane mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Demos/Environment_Free/Helpers/PT_Grass_Mat 1.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Demos/Environment_Free/Helpers/PT_High_Grass_Mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Environments/Sources/Materials/PT_Fruit_Tree_Foliage_Mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Environments/Sources/Materials/PT_Fruit_Tree_Opaque_mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Environments/Sources/Materials/PT_Generic_Leaf_mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Environments/Sources/Materials/PT_Generic_Tree_Leaves_mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Environments/Sources/Materials/PT_Generic_Tree_Trunk_mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Environments/Sources/Materials/PT_Grass_Mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Environments/Sources/Materials/PT_Mushrooms_mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Environments/Sources/Materials/PT_Pine_Tree_Leaves_Mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Environments/Sources/Materials/PT_Pine_Tree_Trunk_Mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Environments/Sources/Materials/PT_Poppy_mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Environments/Sources/Materials/PT_Rocks_mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Environments/Sources/Materials/PT_Skybox_mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Environments/Sources/Materials/PT_Terrain_mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Environments/Sources/Materials/PT_Water_mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Village/Sources/Materials/PT_Buildings_mat.mat",""
ASSET,MATERIAL,"Assets/Polytope Studio/Lowpoly_Village/Sources/Materials/PT_mat.mat",""
ASSET,MATERIAL,"Assets/Procedural Tree/Materials/Ash Tree.mat",""
ASSET,MATERIAL,"Assets/Procedural Tree/Materials/Elm Tree.mat",""
ASSET,MATERIAL,"Assets/Procedural Tree/Materials/Magnolia Tree.mat",""
ASSET,MATERIAL,"Assets/Procedural Tree/Materials/Oak Tree.mat",""
ASSET,MATERIAL,"Assets/Procedural Tree/Materials/Pine Tree.mat",""
ASSET,MATERIAL,"Assets/Procedural Tree/Materials/Poplar Tree.mat",""
ASSET,MATERIAL,"Assets/Supercyan Free Forest Sample/Materials/High Quality/Foliage/forestpack_foliage.mat",""
ASSET,MATERIAL,"Assets/Supercyan Free Forest Sample/Materials/High Quality/SignAndBridge/forestpack_roadSignAndBridge.mat",""
ASSET,MATERIAL,"Assets/Supercyan Free Forest Sample/Materials/High Quality/Skybox/forestpack_skybox_lighter.mat",""
ASSET,MATERIAL,"Assets/Supercyan Free Forest Sample/Materials/High Quality/Skybox/forestpack_skybox_night.mat",""
ASSET,MATERIAL,"Assets/Supercyan Free Forest Sample/Materials/High Quality/Stone/forestpack_stone.mat",""
ASSET,MATERIAL,"Assets/Supercyan Free Forest Sample/Materials/High Quality/Tree/forestpack_tree_fir.mat",""
ASSET,MATERIAL,"Assets/Supercyan Free Forest Sample/Materials/High Quality/Tree/forestpack_tree_leaf.mat",""
ASSET,MATERIAL,"Assets/Supercyan Free Forest Sample/Materials/High Quality/Tree/forestpack_treeStumpAndRoot.mat",""
ASSET,MATERIAL,"Assets/Supercyan Free Forest Sample/Materials/Mobile/Foliage/forestpack_foliage_low.mat",""
ASSET,MATERIAL,"Assets/Supercyan Free Forest Sample/Materials/Mobile/SignAndBridge/forestpack_roadSignAndBridge_low.mat",""
ASSET,MATERIAL,"Assets/Supercyan Free Forest Sample/Materials/Mobile/Stone/forestpack_stone_low.mat",""
ASSET,MATERIAL,"Assets/Supercyan Free Forest Sample/Materials/Mobile/Tree/forestpack_tree_fir_low.mat",""
ASSET,MATERIAL,"Assets/Supercyan Free Forest Sample/Materials/Mobile/Tree/forestpack_tree_leaf_low.mat",""
ASSET,MATERIAL,"Assets/Supercyan Free Forest Sample/Materials/Mobile/Tree/forestpack_treeStumpAndRoot_low.mat",""
ASSET,TEXTURE,"Assets/Art/UI/UI_Banana_Food.png",""
ASSET,TEXTURE,"Assets/Art/UI/UI_Btn_Attack.png",""
ASSET,TEXTURE,"Assets/Art/UI/UI_Btn_Blast.png",""
ASSET,TEXTURE,"Assets/Art/UI/UI_Btn_Jump.png",""
ASSET,TEXTURE,"Assets/Art/UI/UI_Btn_Smash.png",""
ASSET,TEXTURE,"Assets/Art/UI/UI_Coin_Gold.png",""
ASSET,TEXTURE,"Assets/Art/UI/UI_Energy_Bolt.png",""
ASSET,TEXTURE,"Assets/Art/UI/UI_Gem_Diamond.png",""
ASSET,TEXTURE,"Assets/Art/UI/UI_Heart_Health.png",""
ASSET,TEXTURE,"Assets/Art/UI/UI_Joypad_Base.png",""
ASSET,TEXTURE,"Assets/Art/UI/UI_Joypad_Knob.png",""
ASSET,TEXTURE,"Assets/Art/UI/UI_Panel_Frame.png",""
ASSET,TEXTURE,"Assets/Art/UI/UI_Star_Rating.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Examples/Carpentry_Tools/Lightmap-0_comp_dir.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Examples/Carpentry_Tools/Lightmap-0_comp_light.exr",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Examples/Carpentry_Tools/ReflectionProbe-0.exr",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Examples/Carpentry_Tools/ReflectionProbe-1.exr",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Axes_albedo.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Axes_ao.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Axes_normal.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Axes_spec.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Chisel_Broad_albedo.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Chisel_Broad_ao.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Chisel_Broad_normal.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Chisel_Broad_spec.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Chisel_Curved_albedo.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Chisel_Curved_ao.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Chisel_Curved_normal.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Chisel_Curved_spec.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Chisel_Narrow_albedo.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Chisel_Narrow_ao.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Chisel_Narrow_normal.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/Chisel_Narrow_spec.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/DrawingKnife_HandSaw_albedo.png",""
ASSET,TEXTURE,"Assets/CoolWorks_Studio/Carpentry_Tools/Textures/DrawingKnife_HandSaw_ao.png",""
